Parameter,Count
wklyHrsAll,1
superSector,1
wklyEarningsProd,1
hrlyEarningsProd,1
matoccodty,2
pctprojind,2
growrate,2
matincodty,2
pchg,2
pctprojocc,2
pctestind,2
estemp,2
aopeng,2
perioddesc,2
periodid,2
projemp,2
nchg,2
aopenr,2
matincode,2
matoccode,2
aopent,2
suppress,3
matintitle,2
matocctitl,2
pctestocc,2
STATIONNAM,1
STATIONNUM,1
PHYS_STATE,1
PHYS_ADDRE,1
DATE_DISSO,1
PHYS_CITY,1
PHYS_ZIP,1
DATE_FORME,1
Code,1
Reception,1
License Expires On,1
Business Type,1
ZCTA5CE00,1
ZCTA5,2
PARTFLG00,1
GEOID00,1
Net APEX Absolute,1
Order No,2
Seasonal Limits,2
Previous Adj Date,2
Net Conditional,1
Decreed Uses,2
Admin No,2
Net APEX Conditional,1
Net Absolute,1
Adjudication Date,2
Decreed Units,1
Comments,5
entityname,1
principalzipcode,1
agentprincipalzipcode,1
agentfirstname,1
agentprincipalcountry,1
mailingaddress2,1
agentmailingzipcode,1
mailingstate,1
agentmiddlename,1
agentprincipalstate,1
agentmailingaddress2,1
agentmailingstate,1
agentsuffix,1
agentprincipalcity,1
principalstate,1
agentmailingcity,1
principalcountry,1
agentlastname,1
agentmailingaddress1,1
agentprincipaladdress1,1
mailingaddress1,1
agentprincipaladdress2,1
mailingcity,1
agentmailingcountry,1
jurisdictonofformation,1
entityformdate,1
principaladdress2,1
entitystatus,1
entityid,2
mailingzipcode,1
principalcity,1
principaladdress1,1
entitytype,1
mailingcountry,1
agentorganizationname,1
benefitspaidtoorformembersamt,1
occupancyrentutltsandmaintamt,1
otherexpensestotalamt,1
totalrevenueamt,1
salariesothercompemplbnftamt,1
grantsandsimilaramountspaidamt,1
totalexpensesamt,1
feesandotherpymttoindcntrctamt,1
printingpublicationspostageamt,1
effectivedate,1
receiveddate,1
transactionid,1
historydes,1
comment,1
CLASS,1
LAYER,1
Number of Active Tanks,1
PARENTCODBNUM,1
UNDERGROUNDCLI,1
SRSID,1
M 2,1
FRSID,1
ARCRASURFACEIM,1
CHEMICAL,1
PFAS,1
ENERGYRECOVEROF,1
METALCATEGORY,1
M 23,1
DOC_CTRL_NUM,1
NAICS,3
OFFSITETREATEDTOTAL,1
M 7,1
SIC 1,1
M 13,1
PARENTCONAME,1
LATITUDE,3
M 15,1
NAICS 1,1
COFFSITECONTAIN,1
PRIMARYNAICS,1
M 5,1
BOTHERSURFACEI,1
FACILITYNAME,1
UNITOFMEASURE,1
UNDERGROUND,1
AONSITECONTAINED,1
STANDARDPARENTCONAME,1
M 3,1
LONGITUDE,3
FUGITIVEAIR,1
TREATMENTONSITE,1
PRODUCTIONWSTE,1
OFFSITERELEASETOTAL,1
LANDFILLS,1
SIC,2
M 6,1
BONSITEOTHER,1
MNONMETAL 1,1
CARCINOGEN,1
POTWTRNSRLSE,1
SIC 3,1
M 20,1
MMETAL,1
ST,1
STREETADDRESS,1
NAICS 2,1
M 11,1
BIA,1
M 4,1
ELEMENTALMETALINCLUDED,1
M 14,1
M,1
M 16,1
M 21,1
SIC 2,1
M 17,1
MNONMETAL,1
OFFSITERECYCLEDTOTAL,1
SIC 4,1
TREATMENTOFFSITE,1
BOTHERLANDFILLS,1
ONETIMERELEASE,1
M 27,1
DOFFSITEOTHERR,1
PROD_RATIO_OR_ACTIVITY,1
TOTALTRANSFER,1
M 10,1
INDUSTRYSECTORCODE,1
CLASSIFICATION,1
ENERGYRECOVERON,1
TRIFD,1
CAS,1
CLEANAIRACTCHEMICAL,1
RELEASES,1
PRODUCTIONRATIO,1
YEAR,1
RECYCLINGOFFSIT,1
FEDERALFACILITY,1
POTWTRNSTRT,1
M 24,1
M 8,1
METAL,1
TRICHEMICALCOMPOUNDID,1
M 25,1
TRIBE,1
NAICS 4,1
UNDERGROUNDCIIV,1
WATER,2
SURFACEIMPNDMNT,1
HORIZONTALDATUM,1
M 12,1
FORMTYPE,1
PRIMARYSIC,1
RECYCLINGONSITE,1
UNCLASSIFIED,1
M 9,1
LANDTREATMENT,1
MMETAL 1,1
M 22,1
OTHERDISPOSAL,1
M 18,1
TOTALRELEASES,1
M 19,1
NAICS 3,1
STACKAIR,1
INDUSTRYSECTOR,1
ONSITERELEASETOTAL,1
M 1,1
ARCRACLANDFILL,1
OFFSITEENERGYRECOVERYT,1
M 26,1
POTWTOTALTRANSFERS,1
Property Crime Total,1
Total Crime,1
Incarceration Rate,1
Property Crime Rate,1
Violent Crime Total,1
Violent Crime Rate,1
Total Crime Rate,1
Percent_Reduction_FY20-FY21,1
FY17_MMBtus,1
FY21_MMBtus,1
FY19_MMBtus,1
FY16_MMBtus,1
FY20_MMBtus,1
FY18_MMBtus,1
Percent_Reduction_FY15-FY21,1
FY15_MMBtus,1
Square_Footage,1
SF_Percent_Total,1
grossAdvertisingSales,1
expensePostage,1
charitySignedDate,2
expenseAuditoriumRental,1
bookkeeperZipCode,1
campaignReportId,1
campaignDateFiled,1
expenseSalaryCommision,1
isFinancialLocalOnly,1
expenseEventOther,1
expenseOfficeExpenses,1
bookkeeperState,1
grossInKind,1
grossContributions,1
inKindDescription,1
grossOther,1
grossTotal,1
expenseEventPrinting,1
grossTicketSales,1
solicitorSignedDate,1
proceedsPercentToCharity,1
bookkeeperCity,1
proceedsNet,1
expensePrinting,1
filingStatus,2
expenseEventFee,1
expenseOfficeRental,1
expenseTotal,1
bookkeeper,1
expenseTelephone,1
bookkeeperAddress,1
activityFlag,1
filingType,4
class,1
ActiveVoters,1
fiscalYearsRegistered,1
status,4
lobbyistSuffix,2
registrationEndDate,2
lobbyistAddress,2
lobbyistState,2
lobbyistDesignation,2
lobbyistMiddleName,2
lobbyistCity,2
lobbyistPhone,2
lobbyistType,1
BALLOTS CAST,1
ACTIVE VOTERS,1
TURNOUT %,1
PRECINCT,1
UR10,1
UATYP10,1
INTPTLAT10,1
UACE10,1
ALAND10,1
INTPTLON10,1
AWATER10,1
Use Tax Applies,1
Tax Rate,1
tax type name,1
Applies to,1
Service Fee,1
Service Fee Notes,1
tax type,1
Boundaries,1
Type of entity ,1
Address (zip),2
Entity,1
Address (city),2
Address (address),2
Address (state),2
Housing and utilities,1
Goods,1
Durable goods,1
Health care,1
Other services,1
Gasoline and other energy goods,1
Gross output of nonprofit institutions,1
Nondurable goods,1
GeoFIPS,1
Clothing and footwear,1
Services,1
Personal consumption expenditures,1
Other durable goods,1
Final consumption expenditures of nonprofit institutions serving households (NPISHs),1
Food and beverages purchased for off-premises consumption,1
Financial services and insurance,1
Recreation services,1
Transportation services,1
Less: Receipts from sales of goods and services by nonprofit institutions,1
Household consumption expenditures (for services),1
Other nondurable goods,1
Food services and accommodations,1
Recreational goods and vehicles,1
Furnishings and durable household equipment,1
Motor vehicles and parts,1
GeoName,1
RROWNER2,1
TR2,1
TR1,1
RR_CLASS,1
RROWNER1,1
BRANCH,1
PASS,1
TR3,1
DIVISION,2
RAILROAD,1
MILITARY,1
METDIVFP,1
CBSAFP,3
COUNTYNS,1
Maple,1
Prepared,1
Times,1
start,1
Beans,1
PetFood,1
Wine,1
SFMNP,1
Flowers,1
usdaFmid,1
Vegetables,1
Herbs,1
youtube,1
dataSource ,1
Crafts,1
WIC,1
SNAP,2
Honey,1
Juices,1
lastVerifiedDate,1
Poultry,1
Trees,1
WICcash,1
facebook,1
Soap,1
Nuts,1
Day,1
Mushrooms,1
insertTs,1
Organic,1
Fruits,1
WildHarvested,1
finish,1
otherSocialMedia,1
locationType,1
lat,3
dates,1
Jams,1
Meat,1
Tofu,1
Coffee,1
updateTs,1
twitter,1
locationDescription,1
Seafood,1
street,2
Bakedgoods,1
Plants,1
Grains,1
Cheese,1
Credit,1
Eggs,1
Nursery,1
naics22,1
nationalIndustry,1
subsector,1
sector,1
naicsIndustry,1
itemDescription,1
signPostCondition,1
signPostBaseTypeId,1
signPostComment,1
signPostId,1
signPostGUId,1
signFusePlateIn,1
signPostSupportTypeId,1
signPostBaseQty,1
signPostExists,1
supportTypeDesc,1
signLocationId,2
signPostInactive,1
signPostValidateDate,1
signDistancePrevPost,1
signPostInactiveDate,1
signPostSupportFt,1
signPostDateCreated,1
signPostDateUpdated,1
signPostQty,1
signPostBrown,1
SURFWD,6
RUNLENGTH1,5
IRI,6
PSI,4
RUNLENGTH_,5
statementOfPurpose,1
filingDate,2
amendeddate,1
references,1
technologycategories,1
sequencenumber,1
regulationcategories,1
isrecent,1
archiveddate,1
topic,1
lawid,1
repealeddate,1
enacteddate,1
incentivecategories,1
significantupdatedate,1
usercategories,1
expireddate,1
text,1
ISRAMP,4
Hours,1
Service,1
GEOIDTRACT,1
Last Inspection Outcome,1
Last Inspection Purpose,1
PTPS_P_AC,1
EXISITNGTR,1
SHAPE_Area,2
PTPS_CAP,1
TREES_P_AC,1
BLD_PCT,1
TREES_CAP,1
MEM_STATUS,1
IMP_PCT,1
WATER_PCT,1
TREE_PCT,1
BSDV_PCT,1
GRASS_PCT,1
ROAD_PCT,1
Submitted Date,1
Plan Status,1
Start Date,1
Plan ID,1
Date Notice Sent,1
DRMS Permit No,1
Plan Name,1
Plan Type,2
Case Number,2
FC12,1
FC11,1
St,1
FC03,1
FC28,1
Site Address,1
PE,1
FC26,1
PE Desc,1
FC31,1
FC34,1
FC06,1
FC27,1
FC49,1
Activity Date,1
FC15,1
GIS Latitude,1
FC54,1
FC02,1
FC25,1
Serial Number,1
FC48,1
FC17,1
Total Foodborne Illness Risk Violations,1
FC47,1
FC14,1
FC16,1
FC46,1
Total Good Retail Practices Violations,1
FC04,1
FC53,1
FC01,1
FC13,1
FC45,1
FC09,1
Record ID,1
FC10,1
FC21,1
FC35,1
FC20,1
FC52,1
FC41,1
FC55,1
FC19,1
FC51,1
FC37,1
FC30,1
FC56,1
FC24,1
FC39,1
FC43,1
FC08,1
FC38,1
FC22,1
FC42,1
Service Desc.,1
FC33,1
FC23,1
FC05,1
FC36,1
FC32,1
FC40,1
FC18,1
FC07,1
FC29,1
GIS Longitude,1
FC44,1
FC50,1
Program Identifier,1
NONCTRLQTY,4
DVMT,5
ROUTESIGNQ,3
SECINSHLDW,3
SECTHRULNQ,2
HUTF_INSPY,3
LTTURNLN,5
PRIYRREHAB,4
PRIGRADECL,2
HPMSStruct,2
HPMS_YRADD,3
SampleGrou,2
GapFlag,2
HPMS_UPDAT,2
HPMS_COMME,2
WIDENOBSTA,3
LOC_ERROR,2
RTTURNLN,5
PRIFAULTIN,3
IRISYear,2
PRIFATIGUE,2
PAVESEGID,2
PRIINSHLDW,3
PAVETYPE,2
PRISLABCRA,2
PRIRUTTING,4
RIGIDTHICK,5
FatCrackPe,1
BASETYPE,5
PRITHRULNQ,2
SIGNALTYPE,5
MEDIANSF,3
STOPQTY,5
HPMS_YRINS,3
FLEXTHICK,5
VolumeGrou,3
PAVEEXCEPT,2
HUTF_PROJY,3
INTERSECTI,3
TOLLCHARGE,3
PRICURVECL,2
SIGNALQTY,5
BASETHICK,5
Future_AAD,2
GREENTIME,5
Entity Name,1
Issue Date,1
Doing Business As,2
Licensee Name,2
Street Address,3
sales,4
county_fips,2
sex,1
CTIDFP00,1
DU,1
Revised,1
PhaseNO,1
Name_Alias,1
Zoning,2
Comment,2
ADU_s,1
DENSITY,1
LOTS,1
PrimaryUse,1
DateApprov,1
IncidentYear,1
RaceCode,1
LocationGroup,1
NCICCODE,1
Customer Description,1
AMOUNT,1
Account Date,1
Account Description,1
Office/Question,1
PollVotes,1
EarlyVotes,1
MailVotes,1
ProvVotes,1
Econ. Disadvant. Completers Total,2
Title 1 Completers Total,2
Organization Code,2
Gifted-Talented Final Grad Base,2
Migrant Completers Total,2
Limited English Proficient Graduation Rate,2
Homeless Final Grad Base,2
Students with Disabilities Final Grad Base,2
Gifted-Talented Completers Total,2
Students with Disabilities Completion Rate,2
Migrant Completion Rate,2
Title 1 Graduates Total,2
Title 1 Graduation Rate,2
Homeless Graduation Rate,2
Homeless Graduates Total,2
Homeless Completers Total,2
Econ. Disadvant. Graduates Total,2
Gifted-Talented Graduation Rate,2
Limited English Proficient Completion Rate,2
Econ. Disadvant. Completion Rate,2
Migrant Graduates Total,2
Limited English Proficient Graduates Total,2
Gifted-Talented Graduates Total,2
Limited English Proficient Final Grad Base,2
Title 1 Final Grad Base,2
Gifted-Talented Completion Rate,2
Migrant Graduation Rate,2
Econ. Disadvant. Graduation Rate,2
Limited English Proficient Completers Total,2
Migrant Final Grad Base,2
Title 1 Completion Rate,2
Students with Disabilities Graduates Total,2
Students with Disabilities Graduation Rate,2
Homeless Completion Rate,2
Econ. Disadvant. Final Grad Base,2
Students with Disabilities Completers Total,2
Street_no,1
Id,1
Fullstreet,1
Area_sq_mi,1
NumberOfArrests,1
ArrestYear ,1
RaceCode ,1
Gender ,1
NCICCODE ,1
County ,1
AgeGroup ,1
Reported Condition,1
Number of Patients Reporting Condition,1
Percent of Patients Reporting Condition - Total is more than 100% as some patients use Marijuana for more than 1 condition,1
dni_apr,1
dni_jun,1
dni_oct,1
dni_dec,1
dni_feb,1
dni_jan,1
dni_aug,1
dni_nov,1
dni_mar,1
dni_jul,1
dni_sep,1
dni_may,1
ave_dni,1
Total deaths,1
Meningitis,1
Fever,1
Encephalitis,1
Total cases,1
StatusDate,2
CamaID,1
Shapearea,1
Height,1
StructureI,1
AccelaID,1
StructureT,1
Shapelen,1
AddressID,1
BaseElevat,1
PRITRANSCR,1
windSpeed,1
enrollmentClassification,1
ageMin,2
coBased,2
sumStateAid,1
sumOtherFederal,1
sumFederalPLUS,1
sumOtherLoans,1
sumFederalLoans,1
ageMax,2
fafsaComplete,1
sumOtherScholarships,1
sumFederalPell,1
SITE_NUMBE,1
SHELTER,1
PICNIC_TIE,1
CAPACITY,1
MAINT_DIST,1
GRILLS,1
NUM_TABLES,1
ADA_ACCESS,1
SIGNED,1
RESTROOM,1
POWER,1
recordStatus,1
assignor,1
recordStatusCd,1
zipCode4,1
spId,1
actionRefId,1
fileId,2
actionType,1
actionTypeCode,1
Date,1
Pass or Fail,1
incomeAmount,1
dateIncomeReceived,1
start_date,1
business_name,1
end_date,1
addresss,1
YRREHAB,2
IRIDATE,2
COUNTSTATIONID,5
PSR,2
SEGPREFIX,2
FORESTROUTE,4
RUNLENGTH_FROM,6
SURF,2
HUTF_PROJYR,2
RUNLENGTH_TO,6
TREATMENTDEPTH,2
HUTF_INSPYR,2
Juvenile Cats: Transferred out to another Colorado organization,1
Small Mammal: In Foster Care Count 1/1/2017,1
Adult Dogs: Transferred to an out of state organization,1
Birds: Other: TNR/Protective Custody/Returns/Disaster Relief,1
Adult Dogs: In Shelter Count as of 12/31/2017,1
Adult Dogs: Transferred out to another Colorado organization,1
Juvenile Dogs: In Shelter Count as of 12/31/2017,1
Juvenile Dogs: In Foster Care Count 12/31/2017,1
Rabbits: Transferred to an out of state organization,1
** End of Birds section **,1
Adult Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,1
Sm Mammal: In Shelter Count as of 12/31/2017,1
Reptiles & Amphibians: Transferred to an out of state organization,1
Birds: Missing/Stolen ,1
Reptiles & Amphibians: In Foster Care Count as of 12/31/2017,1
Birds: In Shelter Count as of 12/31/2017,1
Other: In Foster Care Count 1/1/2017,1
Other: TNR/Protective Custody/Returns/Disaster Relief,1
Juvenile Dogs: In Foster Care Count 1/1/2017,1
Reptiles & Amphibians: Died,1
Reptiles & Amphibians: In Shelter Count as of 12/31/2017,1
Rabbits: In Foster Care Count 1/1/2017,1
Sm Mammal: Transferred to an out of state organization,1
Rabbits: In Shelter Count as of 1/1/2017,1
Juvenile Dogs: Missing/Stolen,1
** End of Juvenile Dog section **,1
Sm Mammal: In Foster Care Count as of 12/31/2017,1
Other: In Shelter Count as of 1/1/2017,1
Adult Cats: In Shelter Count as of 1/1/2017,1
Adult Cats: In Foster Care Count 12/31/2017,1
Reptiles & Amphibians: Other Live Outcomes (ie: tnr/snr),1
Reptiles & Amphibians: Transferred out to another Colorado organization,1
Adult Dogs: In Shelter Count as of  1/1/2017,1
Birds: In Foster Care Count 12/31/2017,1
Reptiles & Amphibians: Shelter Euthanasia,1
Reptiles & Amphibians: Transfer in from Out of State organization,1
Juvenile Dogs: In Shelter Count as of 1/1/2017,1
Juvenile Dogs: Other: TNR/Protective Custody/Returns/Disaster relief,1
Adult Dogs: In Foster Care Count 1/1/2017,1
Juvenile Cats: In Shelter Count as of 12/31/2017,1
Birds: In Foster Care Count 1/1/2017,1
Reptiles & Amphibians: Returned To Owner (RTO),1
Rabbits: Other: TNR/Protective Custody/Returns/Disaster Relief,1
** End of Adult Dog section **,1
Rabbits: Transferred out to another Colorado organization,1
Sm Mammal: Transferred out to another Colorado organization,1
Birds: Other Live Outcomes(ie: tnr/snr),1
Adult Cats: In Foster Care Count 1/1/2017,1
Adult Dogs: In Foster Care Count 12/31/2017,1
Reptiles & Amphibians: Missing/Stolen ,1
Adult Cats: Other live outcomes (ie: tnr/snr),1
Rabbits: In Shelter Count as of 12/31/2017,1
Reptiles & Amphibians: In Shelter Count as of 1/1/2017,1
Reptiles & Amphibians: Adoption,1
** End of Juvenile Cats section **,1
Juvenile Cats: Missing/Stolen,1
Reptiles & Amphibians: Owner Relinquished,1
Adult Cats: Transferred out to another Colorado organization,1
Birds: Transferred to an out of state organization,1
Juvenile Cats: Transferred to an out of state organization,1
** End of Rabbits section **,1
Adult Cats: In Shelter Count as of 12/31/2017,1
Small Mammal: In Shelter Count as of 1/1/2017,1
Reptiles & Amphibians: Owner Requested Euthanasia,1
Adult Dogs: Missing/Stolen,1
** End of Adult Cat section **,1
Juvenile Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,1
Birds: In Shelter Count as of 1/1/2017,1
Other: Transferred out to another Colorado organization,1
Juvenile Dogs: Transferred to an out of state organization,1
Juvenile Cats: In Foster Care Count 1/1/2017,1
Other: In Shelter Count as of 12/31/2017,1
Reptiles & Amphibians: Transfer in from another Colorado organization,1
** End of Reptiles & Amphibians section **,1
Juvenile Cats: In Shelter Count as of 1/1/2017,1
Reptiles & Amphibians: Stray,1
Sm Mammal: Other: TNR/Protective Custody/Returns/Disaster Relief,1
Reptiles & Amphibians: In Foster Care Count 1/1/2017,1
Other: In Foster Care Count as of 12/31/2017,1
Other: Transferred to an out of state organization,1
Adult Cats: Transferred to an out of state organization,1
Adult Dogs: Other: TNR/Protective Custody/Returns/Disaster Relief,1
Juvenile Dogs: Other live outcomes (ie tnr/snr) ,1
Sm Mammal: Missing/Stolen ,1
Reptiles & Amphibians: Owner Requested Euthanasia upon intake,1
Rabbits: Other Live Outcomes ( ie: tnr/snr),1
Juvenile Cats: In Foster Care Count 12/31/2017,1
** End of Small Mammal section **,1
Other: Other Live Outcomes (ie: tnr/snr),1
Sm Mammal: Other Live Outcomes (ie: tnr/snr),1
Rabbits: In Foster Care Count as of 12/31/2017,1
Birds: Transferred out to another Colorado organization,1
Reptiles & Amphibians: Other: TNR/Protective Custody/Returns/Disaster Relief,1
Juvenile Dogs: Transferred out to another Colorado organization,1
apartmentType,2
Actual,6
Long Range Goal,6
Budget (in millions),6
Mesa,1
Mesa Blank Code,1
El Paso Blank Code,1
Jefferson,1
Weld,1
Larimer Blank Code,1
El Paso,1
Larimer,1
Adams,1
Jefferson Blank Code,1
Arapahoe,1
Douglas Blank Code,1
Industry,2
Adams Blank Code,1
Arapahoe Blank Code,1
Douglas,1
Weld Blank Code,1
Issue,3
Tank Capacity,1
Outlet Type,1
Title No,1
Applicant Name,1
Outlet Size,1
Spillway Height,1
Application Type,1
Spillway Width,1
date_posted,1
date_assigned,1
post_note,1
extension_through,1
amend,1
heater_permit,1
date_received,1
business_trade_name,1
row_required,1
ROADTERRAIN,2
Shape_Length,3
SEASONALGROUPID,1
PCTDHCOMB,1
PCTDHSU,1
PCTOFFPKCOMB,1
juvenileCount,1
adultCount,1
B1_PER_SUB_TYPE,1
SECURITY_GUARD_BFN,1
PSE_NAME,1
PSE_BFN,1
buildingSize,2
vagrancy,1
disorderlyConduct,1
murderAndNonnegligentManslaughter,1
fraud,1
aggravatedAssault,1
curfewLoiteringLawViolations,1
burglary,1
humanTraffickingCommercialSexActs,1
embezzlement,1
sexOffensesExceptRapeAndProstitutionAndCommercializedVice,1
larcenyTheft,1
liquorLaws,1
stolenPropertyBuyingReceivingPossessing,1
prostitutionAndCommercializedVice,1
humanTraffickingInvoluntaryServitude,1
arson,1
drunkenness,1
suspicion,1
allOtherOffensesExceptTraffic,1
vandalism,1
ori,1
offensesAgainstTheFamilyAndChildren,1
robbery,1
gamblingTotal,1
motorVehicleTheft,1
weaponsCarryingPossessingEtc,1
drivingUnderTheInfluence,1
rape,1
drugAbuseViolationsGrandTotal,1
simpleAssault,1
manslaughterByNegligence,1
forgeryAndCounterfeiting,1
MILEAGE,1
TRAIL_DIFF,1
USER_TYPE,1
position,1
PLACEFP,1
PCINECTA,1
PCICBSA,1
PLACENS,1
PLACE,4
totalliabilitieseoyamt,1
totalliabilitiesboyamt,1
deductiblenoncashcontriind,1
netassetsorfundbalancesboyamt,1
totalassetsboyamt,1
engagedinexcessbenefittransind,1
netassetsorfundbalanceseoyamt,1
materialdiversionormisuseind,1
noncashcontributionsamt,1
federatedcampaignsamt,1
membershipduesamt,1
relatedorganizationsamt,1
totalassetseoyamt,1
fundraisingamt,1
governmentgrantsamt,1
allothercontributionsamt,1
Owner Address,1
Owner State,1
Assessed Value,1
Property Type,1
Owner Zip,1
Actual Value,1
Owner City,1
LOT_COUNT,1
RECPT_NO,1
SubdivCode,1
BOCC_DATE,1
RECPT_DATE,1
subcontractor,1
inBusiness,1
personType,1
SERIOUSL_1,1
HARMFUL__2,1
FIRST_OCCU,1
BICYCLE_IN,1
ROAD_CONDI,1
TU1_TRAVEL,1
TU1_VEHI_1,1
GEO_Y,1
TU2_DRIV_1,1
INCIDENT_I,1
TU2_VEHICL,1
TU1_DRIV_1,1
OFFENSE_ID,1
PRECINCT_I,1
HARMFUL__1,1
GEO_X,1
SERIOUSLY_,1
GEO_LAT,1
FATALITY_1,1
TU1_PEDEST,1
TOP_TRAFFI,1
LIGHT_COND,1
FATALITIES,1
REPORTED_D,1
ROAD_DESCR,1
OFFENSE__1,1
TU2_DRIVER,1
LAST_OCCUR,1
OFFENSE_CO,1
DISTRICT_I,1
INCIDENT_A,1
SERIOUSLY1,1
TU1_DRIVER,1
TU1_VEHICL,1
HARMFUL_EV,1
ROAD_CONTO,1
TU2_PEDEST,1
GEO_LON,1
FATALITY_M,1
ROAD_LOCAT,1
TU2_VEHI_1,1
PEDESTRIAN,1
TU2_TRAVEL,1
DESCRPTN,1
NBR_NAME,1
DIVISION00,2
STUSPS00,2
GEOCOMP,2
REGION00,2
regularGasPrice,1
midgradeGasPrice,1
allGradesGasPrice,1
premiumGasPrice,1
anticipatedPavementTreatment,1
DNS_A,1
QC,2
PIT,1
UTMN,2
DNS_B,1
TOP,1
BOT,1
UTME,2
DNS_AVG,1
LAYER_NAME,1
TIME,2
IOP,2
Descriptio,2
License Fee Amount 3,1
Phone Number,1
County in which City is Located,1
2nd Tax Rate,1
2nd Tax Rate Footnote,1
License Fee Amount,1
3rd Tax Rate Footnote,1
License Fee Footnote,1
License Fee Amount 2,1
1st Tax Rate Footnote,1
service fee footnote,1
3rd Tax Rate,1
City Sales Tax Rate,1
Phone #,1
Vendor,1
PaymentDate,1
Project,1
ProgramArea,1
PurchaseOrder,1
ExpenseCategory,1
ExpenseSubCategory,1
Payee,1
ProjectDescription,1
FundingSourceDescription,1
RowId,1
PaymentId,1
Department,2
Gross Emission Intensity,1
Net Emissions Intensity (Sources and Sinks),1
10 Not Scored Count,1
10 % Partially Proficient,1
09 Unsatisfactory Count,1
10 Advanced Count,1
Fall 09 % Free & Reduced Lunch,1
10 Partially Proficient  Count,1
10 Total Count,1
09 % Unsatisfactory,1
09 Partially Proficient  Count,1
10 % Unsatisfactory,1
09 % Not Scored,1
10 Proficient Count,1
09 % Partially Proficient,1
09% Advanced,1
09 Not Scored Count,1
10 % Advanced,1
09 Total Count,1
10 % Proficient & Advanced,1
09 Proficient Count,1
09 Advanced Count,1
10 % Not Scored,1
09 % Proficient & Advanced,1
10 Unsatisfactory Count,1
10 % Proficient,1
09 % Proficient,1
ExpireDate,1
CountyName,1
OriginalEffectiveDate,1
OperationTypes,1
ZipCode,1
StateCode,1
averageRent,3
SHAPElen,1
CNT_ZONE_,1
SHAPEarea,1
MEMI,2
totalMonthlyIncome,1
businessAssociatedWithLegislation,1
dateDisclosureFiled,1
dateDisclosureLastModified,1
totalMonthlyExpenditures,1
STATION_TY,1
FACILITY_T,1
Site_Name,1
HANDLING,1
PADD,1
avgwindspeedstddev10m,2
turbulenceintensity80m,1
turbulenceintensity10m,1
peakwindspeed80m,1
avgwinddirectionstddev80m,1
temp50m,1
avgwindshear,1
winddirectionpkws2m,1
temp80m,1
avgwindspeedstddev2m,1
winddirectionpkws80m,1
avgwinddirectionstddev10m,2
avgwinddirection80m,1
windchill,1
dewpoint,1
temp2m,1
avgwinddirectionstddev2m,1
avgwinddirection2m,1
avgwindspeed80m,1
avgwindspeed2m,1
turbulenceintensity2m,1
avgwindspeedstddev80m,1
peakwindspeed2m,1
winddirectionpkws10m,1
Female,1
Age Group,1
Total,2
Male ,1
lobbyingHours,1
publicFundsExpended,1
Fall'12 Enrollment,1
Fall'11 Enrollment,1
Institutions,2
Fall'10 Enrollment,1
STUSPS10,1
DIVISION10,1
REGION10,1
STATEFP10,1
TIER,1
firms,1
taxwage,1
avgemp,1
mnth1emp,1
mnth2emp,1
mnth3emp,1
estab,1
topempav,1
ownertitle,1
contrib,1
avgwkwage,1
totwage,1
Serious Injuries per 100 million Vehicle miles traveled),1
Actual Serious Injuries,1
NEWS_LINK,1
PROGRAMS,1
GOLF_NAME,1
FACILITIES,1
CLASSIFICA,1
GOLF_TYPE,1
PROJ_PSPID,2
SAPPROJE_1,2
SAPPROJECT,2
ZZEST_PCD,2
RECORDID,1
RDCF,2
COMMDIST,2
FEDIMPCODE,2
PRATX,1
PROJECTID,1
LANEQ,2
ZZCONEXDAT,2
COUNTYDESC,2
CONGDIST,2
ZCONSTRTDA,2
ZZPROJ_END,2
ZZAC_AD_DT,2
FEDIMPDESC,2
ZZACTLETDA,2
RDCR,2
ZZCONSHD_E,2
ZTP_ARRA_P,2
ZZF_IMP_CD,2
RDCS,2
ZZSHELF_DT,2
PROJECTTY,1
SECGRADE,1
GRADE_UPDATEYR,1
PRIGRADE,1
SECGRADECLASS,1
CENTERX,1
MINY,1
LINK,1
MAXY,1
AREA,1
REFCD,1
MINX,1
MAXX,1
CENTERY,1
INSPECTOR_,1
masterTrademarkId,1
trademarkForm,1
dateFirstUsed,1
registrationDate,1
goodServiceDetail,1
goodServiceClass,1
TRANSECT,1
TEMP,1
SURVEYOR,1
SWET,1
CNPY,1
SRUF,1
DEPTH,1
FatCrackPercent,1
PRIFATIGUECRACK,1
YRINSPECT,2
PRIOUTSHLDWD,1
PRITRANSCRACK,1
PRIFAULTING,1
INTERSECTION,2
YRADD,2
PRIINSHLDWD,1
PRISLABCRACK,2
Job Description,1
Area Description,1
Fiscal Year,1
Employee,1
STWAT_ID,1
Pipename,1
Opername,1
STORE_NAME,1
STORE_TYPE,1
NAICS_EXT,1
NUMBER_EMPLOYEES,1
POINT_X,1
EMPSIZ,1
HDBRCH,1
SALES_VOLUME,1
HCSI,1
POINT_Y,1
COUNCIL_DISTRICT,1
FRNCOD,1
manufacturedHomeTransactions,1
transactionId,1
continuation,1
masterDocumentId,1
transactionType,1
documentType,1
financialStatementType,1
lapseDate,1
terminationFlag,1
debtorAddress,1
farmProductDescription,1
additionalDebtors,1
recordIdDate,1
debtorName,1
debtorId,1
